"﻿""id""",name_zh,name_en,title_zh,title_en,photo,bio_zh,bio_en,tags,work_1_name_zh,work_1_name_en,work_1_desc_zh,work_1_desc_en,work_2_name_zh,work_2_name_en,work_2_desc_zh,work_2_desc_en,work_3_name_zh,work_3_name_en,work_3_desc_zh,work_3_desc_en,work_4_name_zh,work_4_name_en,work_4_desc_zh,work_4_desc_en,work_5_name_zh,work_5_name_en,work_5_desc_zh,work_5_desc_en,work_6_name_zh,work_6_name_en,work_6_desc_zh,work_6_desc_en,work_7_name_zh,work_7_name_en,work_7_desc_zh,work_7_desc_en,work_8_name_zh,work_8_name_en,work_8_desc_zh,work_8_desc_en,course_1_name_zh,course_1_name_en,course_1_desc_zh,course_1_desc_en,course_2_name_zh,course_2_name_en,course_2_desc_zh,course_2_desc_en,course_3_name_zh,course_3_name_en,course_3_desc_zh,course_3_desc_en,course_4_name_zh,course_4_name_en,course_4_desc_zh,course_4_desc_en,course_5_name_zh,course_5_name_en,course_5_desc_zh,course_5_desc_en,course_6_name_zh,course_6_name_en,course_6_desc_zh,course_6_desc_en,course_7_name_zh,course_7_name_en,course_7_desc_zh,course_7_desc_en,course_8_name_zh,course_8_name_en,course_8_desc_zh,course_8_desc_en,gallery_1_src,gallery_1_caption_zh,gallery_1_caption_en,gallery_2_src,gallery_2_caption_zh,gallery_2_caption_en,gallery_3_src,gallery_3_caption_zh,gallery_3_caption_en,gallery_4_src,gallery_4_caption_zh,gallery_4_caption_en,gallery_5_src,gallery_5_caption_zh,gallery_5_caption_en,gallery_6_src,gallery_6_caption_zh,gallery_6_caption_en,gallery_7_src,gallery_7_caption_zh,gallery_7_caption_en,gallery_8_src,gallery_8_caption_zh,gallery_8_caption_en,gallery_9_caption_zh,gallery_9_caption_en,gallery_10_caption_zh,gallery_10_caption_en
francesca-valsecchi,魏佛兰,Francesca Valsecchi,副教授,Associate Professor,images/photo-francesca-valsecchi.webp,"魏佛兰博士，现任同济大学设计创意学院副教授。从参与式设计研究到沉浸式艺术实践，魏佛兰副教授的工作致力于探索“绿色感知（green sense）作为人类感知与认知下一种临界空间的发展方向。她现于上海同济大学设计创意学院开展教学与研究工作，并创立了“生态与文化创新实验室（Ecology and Cultures Innovation Lab）”，以讨论和实验“超越人类中心（more-than-human）”的设计方法，以及后发展（post-development）范式所面临的挑战。
她的研究涵盖已发表研究、 speculative design（思辨设计）及展览实践，主题包括生态系统制图、水域景观民族志、生态数据、城市与自然互动，以及社会设计等。她来自意大利，但已在亚洲生活和工作超过十年。她的教学与研究项目涉及“设计与自然”“城乡创新”“可持续食物系统”，以及近年来进一步拓展的“生态系统设计（Design for Ecosystems）”方向。她在创造力方法、可视化方法以及参与式技术方面具有丰富经验，并广泛应用于涉及公众与社区的艺术及研究项目中。
同时，她持续进行以替代摄影工艺（alternative photographic processes）与生物媒介（bio-media）为核心的艺术实践，并积极参与环境行动主义。
","Francesca Valsecchi  (PhD) is Associate Professor at College of Design and Innovation, Tongji University. 
From participatory design research to immersive artistic practice, the work of Associate Professor Francesca Valsecchi looks at developing the “green sense” as the next liminal space of human perception and cognition. She works in Shanghai at Tongji University, College of Design and Innovation. She established the Ecology and Cultures Innovation Lab to discuss and experiment on more-than-human design and the challenges of post-development paradigms.  Researches include published, speculative and exhibition works about mapping ecosystems, ethnography of waterscapes, ecological data, and urban-nature interaction, and social design. She is Italian, but she has been in Asia for more than a decade. Her teaching and research projects cover the areas of Design and Nature, Rural-Urban Innovation, Sustainable Food Systems, and more recently in the direction of Design for Ecosystems. She is an expert in creativity and visualization methods and participatory techniques, which she applied largely in artistic and research projects involving citizens and communities. 
She has an ongoing artistic practice using alternative photographic processes and bio-media. She is an environmental activist.
",Systemic Design|Participatory Design|Ecology|More-than-Human,海岸诗学：海岸共创艺术驻留计划,Poetry of the Coasts: Coastal Co-Art Residency,"海岸生态系统是由潮汐、泥沙流动、盐度梯度、迁徙物种以及人类适应行为共同塑造的动态系统。这些变化不仅仅是科学意义上的描述，更是塑造生计方式、社会想象与政治叙事的文化力量。“海岸诗学（Poetry of the Coasts）”是一项为期一年的项目，由英国文化协会（British Council）资助，并得到同济大学与兰卡斯特大学支持。项目通过在中国崇明岛与英国莫克姆湾（Morecambe Bay）开展相互关联的艺术家驻留，发展一系列使跨尺度纠缠关系可视化的创作实践——从潮间带生命的微观场域，到海堤、排水渠道以及围垦边界等宏观基础设施。
该项目结合生态艺术、参与式设计、环境人文学以及田野观察等跨学科方法。艺术家与研究者通过具身化场地探索、生态聆听、感官地图绘制、材料实验以及社区叙事等方式展开合作。科学知识与艺术诠释及地方经验形成对话，从而在英国与中国之间生成新的跨文化生态学习模式。","Coastal ecologies are systems of motion shaped by tides, sediment flows, salinity gradients, migratory species, and human adaptation. These dynamics are not merely scientific descriptors but cultural forces shaping livelihoods, imaginaries, and political narratives. The poetry of the Coasts is a year long project funded by British Council and supported by Tongji and Lancaster University that develop intertwined artists residency in the coastal environment of Chongming Island (China) and Moracambe Bay (UK) to develop projects that make visible the entanglement and relationships across scales, from microsites of tidal life to macro-infrastructures like seawalls, drainage channels, and land reclamation boundaries.
The project combines transdisciplinary methods from ecological art, participatory design, environmental humanities, and field-based observation. Artists and researchers engage in embodied site explorations, ecological listening, sensory mapping, material experimentation, and community storytelling. Scientific knowledge is placed in dialogue with artistic interpretation and situated local experience, generating new forms of intercultural ecological learning between the UK and China.",黄龙声景生态步道,Huanglong Acoustic Ecology Interpretation Trail,"“黄龙声景生态解说步道”项目由同济大学设计创意学院与建筑与城市规划学院（CAUP）合作开展，位于中国四川黄龙景区（联合国教科文组织世界遗产地）。项目回应了传统自然展览与生态体验中的一个核心问题：对于非专业公众而言，生物多样性往往是“不可见”且“不可听”的。
基于长达三年的生物声学监测研究，项目将原始生态数据转化为一种沉浸式、场地特定（site-specific）的学习系统。通过沿着一条220米高架步道设置的八个生态解说节点，声音互动被直接嵌入景观环境之中。每个节点都使访客能够主动参与鸟类声景的感知：借助定向聆听装置与同步视觉提示，使用者可以对超过60种鸟类的声音进行分离、比较与空间定位。
这种方式使公众能够实时感知生态系统的复杂性，弥合科学监测与具身体验之间的距离。项目建立了一种将生物声学数据应用于空间解说与生态传播的新模式，以增强公众对于地方生态系统的理解与认知。","In collaboration with CAUP (College of Architecture and Urban Planning), Huanglong Acoustic Ecology Interpretation Trail (in Huanglong Park, UNESCO World Heritage, Sichuan, China) addresses a key limitation of conventional nature exhibition and experiences: biodiversity is largely invisible and inaudible to non-experts.
Based on three years of bio-acoustic monitoring, the project transforms raw ecological data into an immersive, site-specific learning system. It embeds sound-based interaction directly into the landscape through a sequence of eight interpretative nodes along a 220-metre elevated boardwalk. Each node enables visitors to actively engage with bird soundscapes: through directional listening interfaces and synchronised visual cues, it offers the possibility of isolating, comparing, and spatially locating more than 60 species. This allows users to perceive ecological complexity in real time, bridging the gap between scientific monitoring and embodied experience. The project establishes a new model for the application of bio-acoustic datasets in spatial interpretation and communication to strengthen public understanding of local ecology.",,,,,,,,,,,,,,,,,,,,,,,,,Studio 1：生态复杂性叙事的传播与媒介工具,Studio1: Communication and media tools for the narrative of ecological complexity,"
“Why”：为什么开展这个工作室？
上海是一座由水塑造的超级城市，但其广阔的海岸边缘地带，对于大多数居民而言，依然是陌生且缺乏理解的空间。本工作室将海岸视为上海叙事中的核心角色，而非城市边缘。海岸并不是一条简单的边界线，而是一种“区域（zone）”——一个汇聚生态复杂性、物流强度、文化记忆与未来不确定性的场域。
我们的任务，是成为这一临界空间（liminal space）的“制图者（cartographers）”，通过设计研究去绘制其可见与不可见的多重层次。
“What”：我们将做什么？
工作室将构建一个丰富的“挑衅性提案与研究物件（Provocations & Artefacts）”资料库，作为驻留艺术家的核心研究素材。你们的成果并不是一个最终设计产品，而是一种“催化剂（catalyst）”。你们所做的是为艺术家建立一个可被进入、回应与再创造的世界。","The ""Why"": Shanghai is a megacity defined by its relationship with water, yet its vast coastal edges remain largely unknown or misunderstood by its inhabitants. This studio interprets the coast not as a periphery, but as a central character in the story of Shanghai. Coasts are zones, more than lines; sites of ecological complexity, logistical intensity, cultural memory, and future uncertainty. Our mission is to become cartographers of this liminal space, using design research to map its visible and invisible layers.
The ""What"": To produce a rich repository of ""Provocations & Artefacts"" that will serve as the primary research material for artists-in-residence. Your work is not a design product, but a catalyst. You are building the world that the artists will then inhabit and respond to.
",数据可视化——城市生态的数据结构与叙事,Data Visualisation — Visual Structures & Data Stories of Urban Ecology,"

本课程是一个聚焦数据可视化的强化教学模块，自2014年开设以来，旨在培养学生贯穿整个数据科学流程的设计能力——从数据采集到可视化制作，并建立对社会—技术数据景观（socio-technical datascapes）的批判性理解。
面对快速变化的技术环境与能力需求，2026版课程尝试通过人工智能增强实践（AI-augmented practices）、工具基准比较（tool benchmarking）以及批判性视觉分析，重新定义数据可视化领域。课程不再仅仅关注线性的“数据处理管线（data pipelines）”，而是将可视化视为一种比较性的设计实践，以及一种研究与探 inquiry 的方法。
课程探讨传播设计（communication design）在当代数据生态系统中的角色，尤其关注AI驱动工具如何重塑可视化的生产、解读与传播过程。课程将数据可视化置于双重维度中进行讨论：
•	作为一种研究方法（research methodology），支持探索、假设生成与分析性推理； 
•	作为一种公共传播媒介（public communication artefact），塑造叙事、感知与决策过程。","This course is an intensive module in data visualisation, launched in 2014 to develop design skills that enable interaction with the whole process of data science, from data gathering to the craft of visualisations, and grounded in a critical outlook on socio-technical datascapes. 
Adapting to the fast-changing landscape of competencies and technologies, this 2026 edition of the course experiments with reframing the field through the lens of AI-augmented practices, tool benchmarking, and critical visual analysis. Rather than focusing solely on linear data pipelines, the course positions visualisation as both a comparative design practice and a method for inquiry.
The module explores the role of communication design within contemporary data ecosystems, with particular attention to how AI-driven tools reshape the production, interpretation, and circulation of visualisations. Visualisation is addressed in its dual capacity:
●	as a research methodology, supporting exploration, hypothesis generation, and analytical reasoning
●	as a public communication artefact, shaping narratives, perception, and decision-making",Studio 5：城市自然,Studio 5: Urban Nature,"
设计能够提升城市居民生态素养的人工物（artefacts），并使其作为城市生态景观中的“生态可供性（ecological affordances）”发挥作用。",Designing artefacts that support ecological literacy among city dwellers and function as ecological affordances in the Urban Ecology landscape,Studio 5: 感知生态,Studio 5: Sensing Ecology,"

以生态代谢系统中的输入—输出机制为灵感，开展PCB电路设计与编程基础课程。","
Foundational course of PCB design and programming taking inspiration from input-output mechanism of ecological metabolic system. ",,,,,,,,,,,,,,,,,images/residence-artist-zhu-chen-at.webp,驻留艺术家朱晨在进行关于森林与鸟类纠缠关系的创作实践,Residence artist (Zhu Chen) at work with the forest/birds entanglement,images/tongji-students-in-a-fieldwork.webp,同济大学学生与海洋地质国家重点实验室地质学家共同开展临港海岸生态系统田野调查,Tongji students in a fieldwork with the geologist of Tongji Marine Geology Key Laboratory to study the coastal ecosystem in Lingang,images/residence-artists-exploration.webp,驻留艺术家对崇明岛运河系统的探索研究,Residence artists' exploration of Chongming Island canals,images/sample-of-the-birdscape-explor.webp,鸟类声景探索交互界面示例,Sample of the birdscape exploration interface,images/photographs-of-the-constructed.webp,黄龙公园已建成鸟类声景生态步道照片,Photographs of the constructed birdscape trail in Huanglong Park,,,,,,,,,,,,,
wang-zisong,汪滋松,Wang Zisong,副教授、博士生导师,"Associate Professor, PhD Supervisor",images/photo-zisong-wang.webp,汪滋淞，副教授、博士生导师，长期以来从事可持续低碳设计，在绿色校园、生态城市规划、滨水城市设计、绿色建筑设计等方面开展研究及实践工作，并取得相关成果。主持及参与多项国家级、省部级、中央高校等科研项目。目前为中国城市科学研究会绿色建筑与节能专业委员会委员，中国城科会绿色建筑与节能专业委员会绿色校园学组秘书长，中国建筑节能协会南方中心委员、同济大学绿色建筑协会理事、国际绿色校园联盟委员等，作为第三编写人参与行业及国家标准《绿色校园评价标准》GB/T51356-2019编制，参编中国首部“中国绿色校园及绿色建筑节能知识”小学至大学5本系列教材，参编著作及教材十余本。作为指导老师指导学生多次获国际城市设计及景观设计大赛多个奖项，长期以来作为项目负责人完成绿色校园、城市规划、滨水城市设计、体育建筑等诸多项目，获得国家绿色建筑二星设计标识及运行标识多项。,"Zisong Wang is an Associate Professor and Ph.D. Supervisor whose work focuses on sustainable and low-carbon design. Her research and professional practice span green campuses, ecological urban planning, waterfront urban design, and green building design. She has led and participated in numerous research projects funded at the national, ministerial, and university levels.

She currently serves as a Member of the Green Building and Energy Efficiency Committee of the Chinese Society for Urban Studies (CSUS) and as Secretary General of the Green Campus Working Group under the same committee. As a faculty advisor, she has guided students to receive multiple awards in international urban design and landscape architecture competitions. Her projects have also been recognized with numerous China Green Building Two-Star Design Labels and Operational Labels, demonstrating their achievements in sustainable performance and environmental quality.",Ecology|Green Campus|Green Building|Urban Planning,《绿色校园评价标准》GB/T51356-2019 国家标准编制,National Standard for Green Campus Evaluation,国家标准《绿色校园评价标准》GB/T 51356-2019涵盖中小学、职业学校、高校绿色校园建设评估内容，作为评估中国的绿色校园建设标准。标准于2019年10月1日实施。作为行业标准《绿色校园评价标准》CSUS/GBC 04 - 2013列第三编写人及标准协调人，标准 2013中国绿色校园建设标准。2013年4月1日实施，该标准涵盖中小学及高校绿色校园建设内容作为评估依据。,"The Green Campus Evaluation Standard (GB/T 51356-2019) serves as China’s national framework for assessing the development of green campuses across primary and secondary schools, vocational institutions, and universities. Implemented on October 1, 2019, the standard provides comprehensive evaluation criteria for sustainable campus planning, construction, and operation. It builds upon the earlier industry standard Green Campus Evaluation Standard (CSUS/GBC 04-2013), which came into effect on April 1, 2013 and established the first assessment framework for green campus development in China.",《绿色校园与未来》教材,Green Campus and the Future: A Five-Volume Educational Series on Green Buildings and Sustainability,"《绿色校园与未来》（1-5册），中国首部“中国绿色校园及绿色建筑节能知识”小学至大学5本系列教材，该教材是我国首部一套贯穿基础教育到高等教育的系列教材，由吴志强院士为主编，汪滋淞副教授参编，会同国内外多个知名大中小学校长、一线教师与绿色建筑专家共同编制，针对不同学段的知识结构和教学特点设置基准主题，通过全学段知识点的层层递进辅以经典案例和主题活动，培养学生绿色可持续发展的核心价值观、绿色生态知识体系的建构以及绿色生活习惯的养成。2015年由中国建筑工业出版社正式出版，并已在上海等地开办示范课程。
","Green Campus and the Future (Volumes 1–5) is the first Chinese textbook series on green campuses and energy-efficient buildings spanning the entire educational spectrum from primary school to higher education. Edited by Academician Wu Zhiqiang and jointly developed by educators and green building experts from China and abroad, the series introduces age-appropriate themes, case studies, and learning activities to cultivate students’ understanding of ecological sustainability, green lifestyles, and environmental responsibility. Published by China Architecture & Building Press in 2015, the books have supported demonstration courses in Shanghai and other cities.",无锡市五爱小学雪枫分校,Wuxi Wu’ai Primary School Xuefeng Campus,无锡市五爱小学雪枫分校位于无锡市梁溪区北滨路北侧、全丰路西侧，学校用地面积约33342平方米的36 班制小学，建筑面积约为33272平方米，配置各配套功能用房，包括教学用房、专用教室、图书阅览、行政用房、风雨操场、食堂、运动场地及其他附属设施等。无锡市五爱小学长期以来继承、发扬“五爱”光荣传统，把“五爱”作为立校之基、治校之本。该校获得第十六届园冶杯国际竞赛国际建筑奖 金奖、并获国家二星绿色建筑认证。,"Completed in 2021, the Wuxi Wu’ai Primary School Xuefeng Campus received the Gold Award for International Architecture at the 16th Yuan Ye Awards and achieved China Two-Star Green Building Certification. Located in Liangxi District, Wuxi, the campus occupies approximately 33,342 m² with a total floor area of about 33,272 m². Designed for 36 classes, the campus integrates teaching spaces, specialized classrooms, a library, administrative facilities, indoor sports areas, dining facilities, outdoor sports grounds, and supporting infrastructure. The project demonstrates the integration of educational values with sustainable architectural design.",,,,,,,,,,,,,,,,,,,,,设计技术1,Design Technology 1,"从空间的形成与组织、空间形态和结构、空间的材料组织等。课程帮助学生深刻理解“可持续设计”的设计理念并了解如何应用在设计中，可持续设计是对人与环境关系的主动构建。课程引导学生在空间组织、自然要素利用与行为引导中，回应生态规律，创造低负担、高适应的人居环境，使设计兼具环境效益、使用价值与社会公平。
","This course introduces principles of spatial formation, structural systems, and material organization. It helps students understand sustainable design as an active process of shaping the relationship between humans and the environment. Through the study of spatial organization, natural elements, and behavioral patterns, students learn to create adaptable, low-impact environments that balance environmental performance, usability, and social equity.",设计实践研究专题2（协同设计）,Design Practice Research Seminar 2 (Collaborative Design),围绕博物馆、科技馆展陈更新改造的可持续转型于科技转型，将可持续设计与交互设计深度融合。学生依托可持续设计、虚拟现实、智能交互等技术，设计高适配、低更新负荷的交互叙事与空间环境。设计内容包括上海科技馆的自然馆的碳足迹展示设计、材料馆的可持续设计相关内容。课程关注如何通过实时反馈的科技馆的交互系统引导观众形成低碳认知与行为习惯，让每一次参观都成为一种促进人与环境良性互动的可持续设计实践。,"Focusing on the sustainable transformation of museums and science centers, this course integrates sustainable design with interaction design. Students employ virtual reality, intelligent interaction, and sustainable design strategies to develop adaptive, low-maintenance interactive narratives and spatial environments. Projects include carbon footprint exhibition design for the Natural History Museum and sustainability-related exhibitions for the Materials Museum at the Shanghai Science and Technology Museum. The course explores how real-time interactive systems can foster low-carbon awareness and encourage more sustainable relationships between people and the environment.",,,,,,,,,,,,,,,,,,,,,,,,,images/zisong-wang-p1.webp,《绿色校园评价标准》GB/T51356-2019 国家标准编制,National Standard for Green Campus Evaluation,images/zisong-wang-p2.webp,《绿色校园与未来》教材,Green Campus and the Future: A Five-Volume Educational Series on Green Buildings and Sustainability,images/zisong-wang-p3.webp,无锡市五爱小学雪枫分校鸟瞰图,Bird’s-eye View of Wuxi Wu’ai Primary School Xuefeng Campus,images/zisong-wang-p4.webp,无锡市五爱小学雪枫分校鸟瞰图,Bird’s-eye View of Wuxi Wu’ai Primary School Xuefeng Campus,images/zisong-wang-p5.webp,无锡市五爱小学雪枫分校内景,Interior View of Wuxi Wu’ai Primary School Xuefeng Campus,,,,,,,,,,,,,
lou-yongqi,娄永琪,Yongqi Lou,教授、博士生导师,"Professor, PhD Supervisor",images/photo-yongqi-lou.webp,"娄永琪，教授、博士生导师，现任上海工程技术大学校长，同济大学设计学科带头人。长期致力于可持续设计与社会创新设计的教学、研究与公共实践。主张设计应超越传统形式与功能范畴，进入真实世界回应生态、社会与治理的系统性挑战。他提出“设计驱动创新”理念，强调设计在系统性变革中的核心作用，推动设计从专业领域走向跨学科协同与社会治理。发起“设计丰收”（Design Harvests）项目，以参与式设计方法促进城乡互动与社区可持续发展；创建“NICE 2035”社区创新平台，联合高校、企业、政府与居民共同孵化可持续的产品、服务与系统。入选教育部“长江学者奖励计划”特聘教授，当选瑞典皇家工程科学院院士，2023年获英国皇家艺术学院荣誉博士。担任《She Ji: The Journal of Design, Economics and Innovation》执行主编。其设计实践与理论成果曾在芬兰赫尔辛基设计博物馆、意大利米兰三年展等国际机构展出，持续推动中国设计教育与社会创新实践的国际对话。同济大学复杂社会技术系统设计研究中心（SustainX）、社会创新和可持续设计实验室（Tongji DESIS）、同济大学-麻省理工学院上海城市科学实验室中心带头人。","Yongqi Lou is a Professor and PhD supervisor, currently serving as President of Shanghai University of Engineering Science and the disciplinary leader of Design at Tongji University. His work focuses on sustainable design and social innovation through teaching, research, and public practice. Lou advocates that design should move beyond traditional concerns with form and function to actively engage with real-world systemic challenges. He initiated the Design Harvests project and founded the NICE 2035 community innovation platform. Lou was selected as a Distinguished Professor of the Changjiang Scholars Program and elected a Fellow of the Royal Swedish Academy of Engineering Sciences. In 2023, he received an Honorary Doctorate from the Royal College of Art. He serves as Executive Editor-in-Chief of She Ji: The Journal of Design, Economics and Innovation. He leads SustainX, the Tongji DESIS Lab, and the Tongji–MIT Shanghai City Science Lab.",Sustainable Design|Social Innovation|Systemic Design|Participatory Design|Ecology,设计丰收,Design Harvests,"设计丰收（Design Harvests）是一个以设计驱动城乡互动与社区发展的社会创新项目。项目通过参与式设计方法，将城市创意资源与乡村传统智慧相结合，围绕农业生产、手工艺复兴与社区营造开展协同实践。通过设计介入真实场景，激活地方文化与社会网络，探索可持续的生产与生活方式，推动城乡之间形成互补共生的发展模式，并为乡村振兴与社区可持续发展提供新的设计路径与实践案例。
","Design Harvests is a social innovation initiative that uses design to foster interaction between urban and rural communities and support community development. Through participatory design approaches, the project connects urban creative resources with rural traditional knowledge. It focuses on collaborative practices in sustainable agriculture, craft revitalization, and community building. By introducing design into real-life contexts, the initiative activates local culture, skills, and social networks while exploring sustainable ways of production and living. Design Harvests aims to develop new models of urban–rural symbiosis and to provide practical design-driven approaches for rural revitalization and long-term community sustainability.",NICE 2035 社区创新平台,NICE 2035 Community Innovation Platform,"
NICE 2035 是一个面向未来生活方式的社区级社会创新实验平台。项目以“设计驱动创新”为核心理念，汇聚高校、企业、政府与社区居民，在真实社区场景中开展跨界协作。通过设计实验、原型孵化与公共参与，探索可持续的产品、服务与系统解决方案。平台关注城市微更新、社区治理与社会创新实践，致力于在日常生活空间中构建开放协同的创新生态，为未来城市社区的发展提供新的方法与实践路径。","NICE 2035 is a community-based social innovation platform that explores future lifestyles through design-driven innovation. The initiative brings together universities, companies, government agencies, and local residents to collaborate within real community environments. Through design experiments, prototyping, and public participation, the platform incubates sustainable products, services, and systems. NICE 2035 focuses on urban micro-renewal, community governance, and everyday innovation practices. By creating an open and collaborative innovation ecosystem embedded in daily life, it explores new approaches to shaping future urban communities and demonstrates how design can serve as a catalyst for social innovation and sustainable urban development.",“设计无界 生生不息”主题展,"“Design Without Boundaries, Endless Growth” Exhibition",“设计无界 生生不息”主题展是在世界设计之都大会框架下策划的重要展览项目。展览以设计跨越学科与行业边界为核心视角，通过多样化案例与实践，呈现设计在生态保护、社会创新与产业转型中的积极作用。展览强调设计作为连接技术、文化与社会的重要媒介，引导公众理解设计在可持续发展中的价值，并推动设计从单一产品创造走向系统性创新与社会变革。,"
“Design Without Boundaries, Endless Growth” Exhibition was curated within the framework of the World Design Cities Conference (WDCC). The exhibition highlights how design transcends disciplinary and industrial boundaries to address ecological, social, and economic challenges. Through diverse cases and design practices, it demonstrates the role of design in environmental sustainability, social innovation, and industrial transformation. The exhibition presents design as a bridge connecting technology, culture, and society, while encouraging the public to recognize the broader value of design. It aims to promote the understanding of design not only as product creation but also as a driver of systemic innovation and societal change.
",,,,,,,,,,,,,,,,,,,,,设计发展前沿,Design Frontier,《设计发展前沿》是一门面向设计专业高年级学生的专业选修课程，旨在拓展学生对设计学科前沿发展的理解，培养开放的专业视野和跨学科创新能力。课程围绕设计价值、方法与实践的最新趋势，系统介绍人本设计、开放协同设计、可持续设计、算法与参数化设计、服务与系统设计、人工智能与数据驱动设计、交互设计以及环境与场景设计等前沿领域。课程强调将全球设计发展趋势与中国社会、经济和科技的可持续发展需求相结合，通过阅读、讨论和批判性思考，帮助学生形成独立见解，提升研究能力、沟通表达能力以及面向未来的设计创新能力。,"Design Frontier is an elective course for senior undergraduate students in design, aiming to broaden their understanding of emerging developments in the discipline and cultivate an open, interdisciplinary perspective on innovation. The course explores contemporary values, methods, and practices in design, covering topics such as human-centered design, open and collaborative design, sustainable design, algorithmic and parametric design, service and systems design, AI- and data-driven design, interaction design, and environmental and scenographic design. Emphasizing the integration of global design trends with China’s social, economic, and technological challenges, the course encourages critical thinking, active discussion, and independent inquiry. Through readings, lectures, and dialogue, students develop their research capabilities, communication skills, and the capacity to formulate informed perspectives on the future of design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/design-harvests-p1.webp,设计丰收项目,Design Harvests,images/design-harvests-p3.webp,设计丰收项目,Design Harvests,images/design-harvests-p6.webp,设计丰收项目,Design Harvests,images/nice2035-p1.webp,NICE 2035 原型街,NICE 2035 Living Line,images/nice2035-p1.webp,NICE 2035 原型街,NICE 2035 Living Line,images/nice2035-p1.webp,NICE 2035 原型街,NICE 2035 Living Line,images/wdcc-p2.webp,World Design Cities Conference 2025 (WDCC2025) Theme Exhibition,世界设计之都大会（WDCC2025）主题展,images/wdcc-p5.webp,世界设计之都大会（WDCC2025）主题展,World Design Cities Conference 2025 (WDCC2025) Theme Exhibition,images/wdcc-p9.webp,世界设计之都大会（WDCC2025）主题展,World Design Cities Conference 2025 (WDCC2025) Theme Exhibition,
lu-wen,卢雯,Lu Wen,助理研究员,Associate Research Fellow,images/photo-lu-wen.webp,毕业于都灵理工大学，获管理，生产与设计工学博士学位。从事基于系统设计方法的跨学科研究，研究方向涵盖可持续医疗系统、生态系统保护以及企业的创新转型等领域。在可持续医疗方面，研究聚焦于中意两国的老年人社区护理体系、可持续医疗教育与培训、以及医疗机构废弃物系统；在生态系统保护方面，研究内容包括上海长江口潮汐废物系统调查、青海长江源地区的废物与污水处理系统、野生动物多样性与栖息地保护等议题；在企业可持续创新方面，以系统设计框架，通过与不同行业的合作，致力于探索企业、社区与环境之间的良性循环关系，创造系统性价值、减少环境影响，并推动产业向可持续方向转型。,"Graduated from Politecnico di Torino with a PhD in Management, Production and Design Engineering. Her work focuses on interdisciplinary research grounded in Systemic Design methodologies, with research interests spanning sustainable healthcare systems, ecosystem conservation, and innovation-driven transformation in enterprises.
In the field of sustainable healthcare, her research focuses on community-based elderly care systems in China and Italy, sustainable healthcare education and training, and healthcare waste systems. In ecosystem conservation, her work includes investigations into the tidal waste system at the Yangtze Estuary in Shanghai, waste and wastewater management systems in the Yangtze River source region of Qinghai, as well as wildlife biodiversity and habitat conservation.
In the area of sustainable enterprise innovation, she applies a Systemic Design framework through collaborations across different industries, seeking to foster regenerative relationships between enterprises, communities, and the environment, create systemic value, reduce environmental impacts, and support the transition towards more sustainable industrial systems.
",Systemic Design|Ecosystem Conservation|Sustainable Healthcare|Elderly Care|Zero Waste|Ecology,长江口潮汐废物系统研究,Systemic Research on Tidal Waste at the Yangtze Estuary,项目根植于上海吴淞炮台湾国家湿地公园，运用系统设计方法应对废弃物随潮汐涌入河流的挑战。在零废弃社区的建设过程中，注重包容性与社区赋权。2025年11月，该项目”获得2025年唐·诺曼设计组织奖。,"Rooted in the Wusong Paotaiwan National Wetland Park, this project applies a Systemic Design approach to address the challenge of waste being carried into the river system by tidal movements. In the process of developing zero-waste communities, the project places strong emphasis on inclusivity and community empowerment. In November 2025, the project received the 2025 Don Norman Design Organisation Award.",系统设计促进可持续社区照护——以都灵与上海为例,Systemic design for sustainable community care: a comparison between Turin and Shanghai towards a new model of care for older adults,本研究对上海静安区与都灵ASL TO3社区老年护理模式进行比较研究，探索可持续社区照护体系的创新路径。研究提出“医养五床联动”整合照护模式，促进医疗与社会服务协同，提升老年人社区照护质量与可持续性。,"This research presents a comparative study of community-based elderly care models in Jing’an District, Shanghai, and A.S.L. TO3 in Turin, exploring innovative pathways towards more sustainable community care systems. The study proposes an integrated “Five-bed Linkage” care model, promoting collaboration between healthcare and social services, while enhancing the quality and sustainability of community care for older adults.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/faculty-1602.webp,概念模式,Concept schema,images/faculty-5916.webp,静安社区照护新“五床联动”照护模式利益相关者图谱,Jing'an Community Care New ‘Five-bed Linkage’ Care Model Stakeholder Map.,images/faculty-2020.webp,中国、意大利和日本医疗政策发展的里程碑,"Milestones in the Development of Healthcare Policies in China,Italy and Japan. ",images/faculty-7160.webp,文献综述结果的可视化呈现,Visualization of the results of the literature review ,images/asl-to.webp,A.S.L. TO3社区护理跨尺度模型,Community care cross-scale model in A.S.L. TO3 ,,,,,,,,,,,,,
